game_id,score_to_money_rate,player1_id,player1_score,player2_id,player2_score,player3_id,player3_score,player4_id,player4_score
204219,30,micheal,69,clare,63,alvinpan,-108,牛牛,-24
575839,30,micheal,4,clare,11,alvinpan,-21,笑笑,6
347622,30,micheal,-31,clare,-15,alvinpan,20,alexander,26
943852,30,悠宝宝,19,人生如梦,4,clare,45,alvinpan,-68
774924,30,叶落纷飞,13,clare,26,alexander,-68,kimi,29
268470,30,叶落纷飞,82,clare,-66,kimi,-1,micheal,-15
259861,30,悠宝宝,-35,topset,-9,笑笑,21,kimi,23
